stop_id,stop_name,stop_lat,stop_lon,route_short_name,route_type,route_color
at:49:61:0:5,An den langen Lüssen,48.25300776,16.341963,N38,3,0A295D
at:49:62:0:1,An der Bien,48.20693649,16.48016881,93A,3,0A295D
at:49:62:0:2,An der Bien,48.20695445,16.48042034,93A,3,0A295D
at:49:1934:0:1,An der Kuhtrift,48.14532573,16.39702075,17A,3,0A295D
at:49:1934:0:1,An der Kuhtrift,48.14532573,16.39702075,68B,3,0A295D
at:49:1934:0:1,An der Kuhtrift,48.14532573,16.39702075,70A,3,0A295D
at:49:1934:0:1,An der Kuhtrift,48.14532573,16.39702075,N68,3,NA
at:49:95:0:1,An der Liesing,48.13903769,16.26429467,N60,3,0A295D
at:49:63:0:1,An der Niederhaid,48.20411665,16.2698732,47A,3,0A295D
at:49:2503:0:1,Anastasius-Grün-Gasse,48.22983668,16.34976936,1,0,C00808
at:49:2503:0:3,Anastasius-Grün-Gasse,48.23016581,16.35023649,37,0,C00808
