x,y
15.535,47.918
15.548,47.917
15.562,47.916
15.575,47.916
15.588,47.915
15.602,47.914
15.615,47.914
15.628,47.913
15.642,47.912
15.655,47.912
15.668,47.911
15.682,47.910
15.695,47.909
15.708,47.909
15.722,47.908
15.735,47.907
15.748,47.907
15.762,47.906
15.775,47.905
15.788,47.905
15.802,47.904
15.815,47.903
15.828,47.902
15.842,47.902
15.855,47.901
15.868,47.900
15.882,47.900
15.895,47.899
15.908,47.898
15.922,47.897
15.935,47.897
15.948,47.896
15.962,47.895
15.975,47.895
15.988,47.894
16.002,47.893
16.015,47.892
16.028,47.892
16.042,47.891
16.055,47.890
16.068,47.889
16.082,47.889
16.095,47.888
16.108,47.887
16.122,47.886
16.135,47.886
16.148,47.885
16.162,47.884
16.175,47.883
16.188,47.883
16.202,47.882
16.215,47.881
16.228,47.880
16.242,47.880
16.255,47.879
16.268,47.878
16.282,47.877
16.295,47.877
16.308,47.876
16.322,47.875
16.335,47.874
16.348,47.874
16.362,47.873
16.375,47.872
16.388,47.871
16.402,47.870
16.415,47.870
16.428,47.869
16.442,47.868
16.455,47.867
16.468,47.867
16.481,47.866
16.495,47.865
16.508,47.864
16.521,47.863
16.535,47.863
16.548,47.862
16.561,47.861
16.575,47.860
16.588,47.859
16.601,47.859
16.615,47.858
16.628,47.857
16.641,47.856
16.655,47.855
16.668,47.855
16.681,47.854
16.694,47.853
16.708,47.852
16.721,47.851
16.734,47.851
16.748,47.850
16.761,47.849
16.774,47.848
16.788,47.847
16.801,47.846
16.814,47.846
16.828,47.845
16.841,47.844
16.854,47.843
16.867,47.842
16.881,47.841
16.894,47.841
16.907,47.840
16.921,47.839
16.934,47.838
16.947,47.837
16.961,47.836
16.974,47.836
16.987,47.835
17.001,47.834
17.014,47.833
17.027,47.832
17.040,47.831
17.054,47.830
12.822,48.030
12.835,48.030
12.848,48.029
12.862,48.029
12.875,48.029
12.889,48.028
12.902,48.028
12.915,48.027
12.929,48.027
12.942,48.027
12.956,48.026
12.969,48.026
12.982,48.026
12.996,48.025
13.009,48.025
13.023,48.025
13.036,48.024
13.049,48.024
13.063,48.023
13.076,48.023
13.090,48.023
13.103,48.022
13.116,48.022
13.130,48.022
13.143,48.021
13.156,48.021
13.170,48.020
13.183,48.020
13.197,48.020
13.210,48.019
13.223,48.019
13.237,48.018
13.250,48.018
13.264,48.018
13.277,48.017
13.290,48.017
13.304,48.016
13.317,48.016
13.331,48.016
13.344,48.015
13.357,48.015
13.371,48.014
13.384,48.014
13.397,48.014
13.411,48.013
13.424,48.013
13.438,48.012
13.451,48.012
13.464,48.012
13.478,48.011
13.491,48.011
13.505,48.010
13.518,48.010
13.531,48.009
13.545,48.009
13.558,48.009
13.571,48.008
13.585,48.008
13.598,48.007
13.612,48.007
13.625,48.006
13.638,48.006
13.652,48.005
13.665,48.005
13.678,48.005
13.692,48.004
13.705,48.004
13.719,48.003
13.732,48.003
13.745,48.002
13.759,48.002
13.772,48.001
13.786,48.001
13.799,48.000
13.812,48.000
13.826,48.000
13.839,47.999
13.852,47.999
13.866,47.998
13.879,47.998
13.893,47.997
13.906,47.997
13.919,47.996
13.933,47.996
13.946,47.995
13.959,47.995
13.973,47.994
13.986,47.994
14.000,47.993
14.013,47.993
14.026,47.992
14.040,47.992
14.053,47.991
14.066,47.991
14.080,47.990
14.093,47.990
14.107,47.989
14.120,47.989
14.133,47.988
14.147,47.988
14.160,47.987
14.173,47.987
14.187,47.986
14.200,47.986
14.214,47.985
14.227,47.985
14.240,47.984
14.254,47.984
14.267,47.983
14.280,47.983
14.294,47.982
14.307,47.982
14.321,47.981
14.334,47.981
14.347,47.980
14.361,47.980
14.374,47.979
14.387,47.979
14.401,47.978
14.414,47.977
14.427,47.977
14.441,47.976
14.454,47.976
14.468,47.975
14.481,47.975
14.494,47.974
14.508,47.974
14.521,47.973
14.534,47.973
14.548,47.972
14.561,47.971
14.574,47.971
14.588,47.970
14.601,47.970
14.615,47.969
14.628,47.969
14.641,47.968
14.655,47.968
14.668,47.967
14.681,47.966
14.695,47.966
14.708,47.965
14.721,47.965
14.735,47.964
14.748,47.964
14.762,47.963
14.775,47.962
14.788,47.962
14.802,47.961
14.815,47.961
14.828,47.960
14.842,47.959
14.855,47.959
14.868,47.958
14.882,47.958
14.895,47.957
14.909,47.957
14.922,47.956
14.935,47.955
14.949,47.955
14.962,47.954
14.975,47.954
14.989,47.953
15.002,47.952
15.015,47.952
15.029,47.951
15.042,47.950
15.055,47.950
15.069,47.949
15.082,47.949
15.096,47.948
15.109,47.947
15.122,47.947
15.136,47.946
15.149,47.945
15.162,47.945
15.176,47.944
15.189,47.944
15.202,47.943
15.216,47.942
15.229,47.942
15.242,47.941
15.256,47.940
15.269,47.940
15.282,47.939
15.296,47.939
15.309,47.938
15.322,47.937
15.336,47.937
15.349,47.936
15.363,47.935
15.376,47.935
15.389,47.934
15.403,47.933
15.416,47.933
15.429,47.932
15.443,47.931
15.456,47.931
15.469,47.930
15.483,47.929
15.496,47.929
15.509,47.928
15.523,47.927
15.536,47.927
15.549,47.926
15.563,47.925
15.576,47.925
15.589,47.924
15.603,47.923
15.616,47.923
15.629,47.922
15.643,47.921
15.656,47.921
15.669,47.920
15.683,47.919
15.696,47.918
15.709,47.918
15.723,47.917
15.736,47.916
15.749,47.916
15.763,47.915
15.776,47.914
15.790,47.914
15.803,47.913
15.816,47.912
15.830,47.911
15.843,47.911
15.856,47.910
15.870,47.909
15.883,47.909
15.896,47.908
15.910,47.907
15.923,47.906
15.936,47.906
15.950,47.905
15.963,47.904
15.976,47.904
15.990,47.903
16.003,47.902
16.016,47.901
16.030,47.901
16.043,47.900
16.056,47.899
16.070,47.898
16.083,47.898
16.096,47.897
16.110,47.896
16.123,47.895
16.136,47.895
16.150,47.894
16.163,47.893
16.176,47.892
16.189,47.892
16.203,47.891
16.216,47.890
16.229,47.889
16.243,47.889
16.256,47.888
16.269,47.887
16.283,47.886
16.296,47.886
16.309,47.885
16.323,47.884
16.336,47.883
16.349,47.883
16.363,47.882
16.376,47.881
16.389,47.880
16.403,47.879
16.416,47.879
16.429,47.878
16.443,47.877
16.456,47.876
16.469,47.876
16.483,47.875
16.496,47.874
16.509,47.873
16.523,47.872
16.536,47.872
16.549,47.871
16.563,47.870
16.576,47.869
16.589,47.868
16.602,47.868
16.616,47.867
16.629,47.866
16.642,47.865
16.656,47.864
16.669,47.864
16.682,47.863
16.696,47.862
16.709,47.861
16.722,47.860
16.736,47.859
16.749,47.859
16.762,47.858
16.776,47.857
16.789,47.856
16.802,47.855
16.815,47.855
16.829,47.854
16.842,47.853
16.855,47.852
16.869,47.851
16.882,47.850
16.895,47.850
16.909,47.849
16.922,47.848
16.935,47.847
16.949,47.846
16.962,47.845
16.975,47.844
16.988,47.844
17.002,47.843
17.015,47.842
17.028,47.841
17.042,47.840
17.055,47.839
12.809,48.039
12.822,48.039
12.836,48.039
12.849,48.038
12.862,48.038
12.876,48.038
12.889,48.037
12.903,48.037
12.916,48.036
12.929,48.036
12.943,48.036
12.956,48.035
12.970,48.035
12.983,48.035
12.996,48.034
13.010,48.034
13.023,48.034
13.036,48.033
13.050,48.033
13.063,48.032
13.077,48.032
13.090,48.032
13.103,48.031
13.117,48.031
13.130,48.031
13.144,48.030
13.157,48.030
13.170,48.029
13.184,48.029
13.197,48.029
13.211,48.028
13.224,48.028
13.237,48.027
13.251,48.027
13.264,48.027
13.278,48.026
13.291,48.026
13.304,48.025
13.318,48.025
13.331,48.025
13.344,48.024
13.358,48.024
13.371,48.023
13.385,48.023
13.398,48.023
13.411,48.022
13.425,48.022
13.438,48.021
13.452,48.021
13.465,48.021
13.478,48.020
13.492,48.020
13.505,48.019
13.519,48.019
13.532,48.018
13.545,48.018
13.559,48.018
13.572,48.017
13.585,48.017
13.599,48.016
13.612,48.016
13.626,48.015
13.639,48.015
13.652,48.014
13.666,48.014
13.679,48.014
13.693,48.013
13.706,48.013
13.719,48.012
13.733,48.012
13.746,48.011
13.759,48.011
13.773,48.010
13.786,48.010
13.800,48.009
13.813,48.009
13.826,48.009
13.840,48.008
13.853,48.008
13.866,48.007
13.880,48.007
13.893,48.006
13.907,48.006
13.920,48.005
13.933,48.005
13.947,48.004
13.960,48.004
13.974,48.003
13.987,48.003
14.000,48.002
14.014,48.002
14.027,48.001
14.040,48.001
14.054,48.000
14.067,48.000
14.081,47.999
14.094,47.999
14.107,47.998
14.121,47.998
14.134,47.997
14.147,47.997
14.161,47.996
14.174,47.996
14.188,47.995
14.201,47.995
14.214,47.994
14.228,47.994
14.241,47.993
14.254,47.993
14.268,47.992
14.281,47.992
14.295,47.991
14.308,47.991
14.321,47.990
14.335,47.990
14.348,47.989
14.361,47.989
14.375,47.988
14.388,47.988
14.402,47.987
14.415,47.986
14.428,47.986
14.442,47.985
14.455,47.985
14.468,47.984
14.482,47.984
14.495,47.983
14.508,47.983
14.522,47.982
14.535,47.982
14.549,47.981
14.562,47.980
14.575,47.980
14.589,47.979
14.602,47.979
14.615,47.978
14.629,47.978
14.642,47.977
14.656,47.977
14.669,47.976
14.682,47.975
14.696,47.975
14.709,47.974
14.722,47.974
14.736,47.973
14.749,47.973
14.762,47.972
14.776,47.971
14.789,47.971
14.803,47.970
14.816,47.970
14.829,47.969
14.843,47.968
14.856,47.968
14.869,47.967
14.883,47.967
14.896,47.966
14.909,47.965
14.923,47.965
14.936,47.964
14.949,47.964
14.963,47.963
14.976,47.962
14.990,47.962
15.003,47.961
15.016,47.961
15.030,47.960
15.043,47.959
15.056,47.959
15.070,47.958
15.083,47.958
15.096,47.957
15.110,47.956
15.123,47.956
15.136,47.955
15.150,47.954
15.163,47.954
15.177,47.953
15.190,47.953
15.203,47.952
15.217,47.951
15.230,47.951
15.243,47.950
15.257,47.949
15.270,47.949
15.283,47.948
15.297,47.947
15.310,47.947
15.323,47.946
15.337,47.946
15.350,47.945
15.363,47.944
15.377,47.944
15.390,47.943
15.404,47.942
15.417,47.942
15.430,47.941
15.444,47.940
15.457,47.940
15.470,47.939
15.484,47.938
15.497,47.938
15.510,47.937
15.524,47.936
15.537,47.936
15.550,47.935
15.564,47.934
15.577,47.934
15.590,47.933
15.604,47.932
15.617,47.932
15.630,47.931
15.644,47.930
15.657,47.929
15.670,47.929
15.684,47.928
15.697,47.927
15.710,47.927
15.724,47.926
15.737,47.925
15.751,47.925
15.764,47.924
15.777,47.923
15.791,47.923
15.804,47.922
15.817,47.921
15.831,47.920
15.844,47.920
15.857,47.919
15.871,47.918
15.884,47.918
15.897,47.917
15.911,47.916
15.924,47.915
15.937,47.915
15.951,47.914
15.964,47.913
15.977,47.913
15.991,47.912
16.004,47.911
16.017,47.910
16.031,47.910
16.044,47.909
16.057,47.908
16.071,47.907
16.084,47.907
16.097,47.906
16.111,47.905
16.124,47.904
16.137,47.904
16.151,47.903
16.164,47.902
16.177,47.901
16.191,47.901
16.204,47.900
16.217,47.899
16.231,47.898
16.244,47.898
16.257,47.897
16.271,47.896
16.284,47.895
16.297,47.895
16.311,47.894
16.324,47.893
16.337,47.892
16.351,47.892
16.364,47.891
16.377,47.890
16.390,47.889
16.404,47.888
16.417,47.888
16.430,47.887
16.444,47.886
16.457,47.885
16.470,47.884
16.484,47.884
16.497,47.883
16.510,47.882
16.524,47.881
16.537,47.881
16.550,47.880
16.564,47.879
16.577,47.878
16.590,47.877
16.604,47.877
16.617,47.876
16.630,47.875
16.644,47.874
16.657,47.873
16.670,47.873
16.684,47.872
16.697,47.871
16.710,47.870
16.723,47.869
16.737,47.868
16.750,47.868
16.763,47.867
16.777,47.866
16.790,47.865
16.803,47.864
16.817,47.863
16.830,47.863
16.843,47.862
16.857,47.861
16.870,47.860
16.883,47.859
16.897,47.858
16.910,47.858
16.923,47.857
16.936,47.856
16.950,47.855
16.963,47.854
16.976,47.853
16.990,47.853
17.003,47.852
17.016,47.851
17.030,47.850
17.043,47.849
12.782,48.049
12.796,48.049
12.809,48.048
12.823,48.048
12.836,48.048
12.849,48.047
12.863,48.047
12.876,48.046
12.890,48.046
12.903,48.046
12.916,48.045
12.930,48.045
12.943,48.045
12.957,48.044
12.970,48.044
12.983,48.044
12.997,48.043
13.010,48.043
13.024,48.043
13.037,48.042
13.050,48.042
13.064,48.041
13.077,48.041
13.091,48.041
13.104,48.040
13.117,48.040
13.131,48.040
13.144,48.039
13.158,48.039
13.171,48.038
13.184,48.038
13.198,48.038
13.211,48.037
13.225,48.037
13.238,48.036
13.251,48.036
13.265,48.036
13.278,48.035
13.292,48.035
13.305,48.034
13.318,48.034
13.332,48.034
13.345,48.033
13.358,48.033
13.372,48.032
13.385,48.032
13.399,48.032
13.412,48.031
13.425,48.031
13.439,48.030
13.452,48.030
13.466,48.030
13.479,48.029
13.492,48.029
13.506,48.028
13.519,48.028
13.533,48.027
13.546,48.027
13.559,48.027
13.573,48.026
13.586,48.026
13.599,48.025
13.613,48.025
13.626,48.024
13.640,48.024
13.653,48.023
13.666,48.023
13.680,48.023
13.693,48.022
13.707,48.022
13.720,48.021
13.733,48.021
13.747,48.020
13.760,48.020
13.773,48.019
13.787,48.019
13.800,48.018
13.814,48.018
13.827,48.018
13.840,48.017
13.854,48.017
13.867,48.016
13.881,48.016
13.894,48.015
13.907,48.015
13.921,48.014
13.934,48.014
13.947,48.013
13.961,48.013
13.974,48.012
13.988,48.012
14.001,48.011
14.014,48.011
14.028,48.010
14.041,48.010
14.054,48.009
14.068,48.009
14.081,48.008
14.095,48.008
14.108,48.007
14.121,48.007
14.135,48.006
14.148,48.006
14.162,48.005
14.175,48.005
14.188,48.004
14.202,48.004
14.215,48.003
14.228,48.003
14.242,48.002
14.255,48.002
14.269,48.001
14.282,48.001
14.295,48.000
14.309,48.000
14.322,47.999
14.335,47.999
14.349,47.998
14.362,47.998
14.376,47.997
14.389,47.997
14.402,47.996
14.416,47.995
14.429,47.995
14.442,47.994
14.456,47.994
14.469,47.993
14.483,47.993
14.496,47.992
14.509,47.992
14.523,47.991
14.536,47.991
14.549,47.990
14.563,47.989
14.576,47.989
14.589,47.988
14.603,47.988
14.616,47.987
14.630,47.987
14.643,47.986
14.656,47.986
14.670,47.985
14.683,47.984
14.696,47.984
14.710,47.983
14.723,47.983
14.737,47.982
14.750,47.982
14.763,47.981
14.777,47.980
14.790,47.980
14.803,47.979
14.817,47.979
14.830,47.978
14.843,47.977
14.857,47.977
14.870,47.976
14.884,47.976
14.897,47.975
14.910,47.974
14.924,47.974
14.937,47.973
14.950,47.973
14.964,47.972
14.977,47.971
14.990,47.971
15.004,47.970
15.017,47.970
15.031,47.969
15.044,47.968
15.057,47.968
15.071,47.967
15.084,47.967
15.097,47.966
15.111,47.965
15.124,47.965
15.137,47.964
15.151,47.963
15.164,47.963
15.177,47.962
15.191,47.962
15.204,47.961
15.218,47.960
15.231,47.960
15.244,47.959
15.258,47.958
15.271,47.958
15.284,47.957
15.298,47.956
15.311,47.956
15.324,47.955
15.338,47.955
15.351,47.954
15.364,47.953
15.378,47.953
15.391,47.952
15.404,47.951
15.418,47.951
15.431,47.950
15.445,47.949
15.458,47.949
15.471,47.948
15.485,47.947
15.498,47.947
15.511,47.946
15.525,47.945
15.538,47.945
15.551,47.944
15.565,47.943
15.578,47.943
15.591,47.942
15.605,47.941
15.618,47.941
15.631,47.940
15.645,47.939
15.658,47.938
15.671,47.938
15.685,47.937
15.698,47.936
15.711,47.936
15.725,47.935
15.738,47.934
15.752,47.934
15.765,47.933
15.778,47.932
15.792,47.931
15.805,47.931
15.818,47.930
15.832,47.929
15.845,47.929
15.858,47.928
15.872,47.927
15.885,47.927
15.898,47.926
15.912,47.925
15.925,47.924
15.938,47.924
15.952,47.923
15.965,47.922
15.978,47.921
15.992,47.921
16.005,47.920
16.018,47.919
16.032,47.919
16.045,47.918
16.058,47.917
16.072,47.916
16.085,47.916
16.098,47.915
16.112,47.914
16.125,47.913
16.138,47.913
16.152,47.912
16.165,47.911
16.178,47.910
16.192,47.910
16.205,47.909
16.218,47.908
16.232,47.907
16.245,47.907
16.258,47.906
16.272,47.905
16.285,47.904
16.298,47.904
16.312,47.903
16.325,47.902
16.338,47.901
16.352,47.900
16.365,47.900
16.378,47.899
16.392,47.898
16.405,47.897
16.418,47.897
16.432,47.896
16.445,47.895
16.458,47.894
16.472,47.893
16.485,47.893
16.498,47.892
16.512,47.891
16.525,47.890
16.538,47.890
16.551,47.889
16.565,47.888
16.578,47.887
16.591,47.886
16.605,47.886
16.618,47.885
16.631,47.884
16.645,47.883
16.658,47.882
16.671,47.881
16.685,47.881
16.698,47.880
16.711,47.879
16.725,47.878
16.738,47.877
16.751,47.877
16.765,47.876
16.778,47.875
16.791,47.874
16.805,47.873
16.818,47.872
16.831,47.872
16.844,47.871
16.858,47.870
16.871,47.869
16.884,47.868
16.898,47.867
16.911,47.867
16.924,47.866
16.938,47.865
16.951,47.864
16.964,47.863
16.978,47.862
16.991,47.862
17.004,47.861
17.018,47.860
12.770,48.058
12.783,48.058
12.796,48.058
12.810,48.057
12.823,48.057
12.837,48.057
12.850,48.056
12.863,48.056
12.877,48.055
12.890,48.055
12.904,48.055
12.917,48.054
12.930,48.054
12.944,48.054
12.957,48.053
12.971,48.053
12.984,48.053
12.997,48.052
13.011,48.052
13.024,48.052
13.038,48.051
13.051,48.051
13.064,48.050
13.078,48.050
13.091,48.050
13.105,48.049
13.118,48.049
13.131,48.049
13.145,48.048
13.158,48.048
13.172,48.047
13.185,48.047
13.198,48.047
13.212,48.046
13.225,48.046
13.239,48.045
13.252,48.045
13.265,48.045
13.279,48.044
13.292,48.044
13.305,48.043
13.319,48.043
13.332,48.043
13.346,48.042
13.359,48.042
13.372,48.041
13.386,48.041
13.399,48.041
13.413,48.040
13.426,48.040
13.439,48.039
13.453,48.039
13.466,48.038
13.480,48.038
13.493,48.038
13.506,48.037
13.520,48.037
13.533,48.036
13.547,48.036
13.560,48.036
13.573,48.035
13.587,48.035
13.600,48.034
13.613,48.034
13.627,48.033
13.640,48.033
13.654,48.032
13.667,48.032
13.680,48.032
13.694,48.031
13.707,48.031
13.721,48.030
13.734,48.030
13.747,48.029
13.761,48.029
13.774,48.028
13.788,48.028
13.801,48.027
13.814,48.027
13.828,48.027
13.841,48.026
13.854,48.026
13.868,48.025
13.881,48.025
13.895,48.024
13.908,48.024
13.921,48.023
13.935,48.023
13.948,48.022
13.962,48.022
13.975,48.021
13.988,48.021
14.002,48.020
14.015,48.020
14.028,48.019
14.042,48.019
14.055,48.018
14.069,48.018
14.082,48.017
14.095,48.017
14.109,48.016
14.122,48.016
14.135,48.015
14.149,48.015
14.162,48.014
14.176,48.014
14.189,48.013
14.202,48.013
14.216,48.012
14.229,48.012
14.243,48.011
14.256,48.011
14.269,48.010
14.283,48.010
14.296,48.009
14.309,48.009
14.323,48.008
14.336,48.008
14.350,48.007
14.363,48.007
14.376,48.006
14.390,48.006
14.403,48.005
14.416,48.004
14.430,48.004
14.443,48.003
14.457,48.003
14.470,48.002
14.483,48.002
14.497,48.001
14.510,48.001
14.523,48.000
14.537,48.000
14.550,47.999
14.564,47.998
14.577,47.998
14.590,47.997
14.604,47.997
14.617,47.996
14.630,47.996
14.644,47.995
14.657,47.994
14.671,47.994
14.684,47.993
14.697,47.993
14.711,47.992
14.724,47.992
14.737,47.991
14.751,47.990
14.764,47.990
14.777,47.989
14.791,47.989
14.804,47.988
14.818,47.988
14.831,47.987
14.844,47.986
14.858,47.986
14.871,47.985
14.884,47.985
14.898,47.984
14.911,47.983
14.924,47.983
14.938,47.982
14.951,47.982
14.965,47.981
14.978,47.980
14.991,47.980
15.005,47.979
15.018,47.979
15.031,47.978
15.045,47.977
15.058,47.977
15.071,47.976
15.085,47.976
15.098,47.975
15.112,47.974
15.125,47.974
15.138,47.973
15.152,47.972
15.165,47.972
15.178,47.971
15.192,47.971
15.205,47.970
15.218,47.969
15.232,47.969
15.245,47.968
15.259,47.967
15.272,47.967
15.285,47.966
15.299,47.965
15.312,47.965
15.325,47.964
15.339,47.963
15.352,47.963
15.365,47.962
15.379,47.962
15.392,47.961
15.405,47.960
15.419,47.960
15.432,47.959
15.445,47.958
15.459,47.958
15.472,47.957
15.486,47.956
15.499,47.956
15.512,47.955
15.526,47.954
15.539,47.954
15.552,47.953
15.566,47.952
15.579,47.952
15.592,47.951
15.606,47.950
15.619,47.949
15.632,47.949
15.646,47.948
15.659,47.947
15.672,47.947
15.686,47.946
15.699,47.945
15.712,47.945
15.726,47.944
15.739,47.943
15.753,47.943
15.766,47.942
15.779,47.941
15.793,47.940
15.806,47.940
15.819,47.939
15.833,47.938
15.846,47.938
15.859,47.937
15.873,47.936
15.886,47.935
15.899,47.935
15.913,47.934
15.926,47.933
15.939,47.933
15.953,47.932
15.966,47.931
15.979,47.930
15.993,47.930
16.006,47.929
16.019,47.928
16.033,47.928
16.046,47.927
16.059,47.926
16.073,47.925
16.086,47.925
16.099,47.924
16.113,47.923
16.126,47.922
16.139,47.922
16.153,47.921
16.166,47.920
16.179,47.919
16.193,47.919
16.206,47.918
16.219,47.917
16.233,47.916
16.246,47.916
16.259,47.915
16.273,47.914
16.286,47.913
16.299,47.913
16.313,47.912
16.326,47.911
16.339,47.910
16.353,47.909
16.366,47.909
16.379,47.908
16.393,47.907
16.406,47.906
16.419,47.906
16.433,47.905
16.446,47.904
16.459,47.903
16.473,47.902
16.486,47.902
16.499,47.901
16.513,47.900
16.526,47.899
16.539,47.898
16.553,47.898
16.566,47.897
16.579,47.896
16.593,47.895
16.606,47.894
16.619,47.894
16.633,47.893
16.646,47.892
16.659,47.891
16.673,47.890
16.686,47.890
16.699,47.889
16.713,47.888
16.726,47.887
16.739,47.886
16.752,47.886
16.766,47.885
16.779,47.884
