x,y
16.669,48.378
16.683,48.377
16.696,48.376
16.710,48.376
16.723,48.375
16.737,48.374
16.750,48.373
16.764,48.372
16.777,48.372
16.790,48.371
16.804,48.370
16.817,48.369
16.831,48.368
16.844,48.367
13.446,48.534
13.460,48.534
13.473,48.534
13.487,48.533
13.500,48.533
13.514,48.532
13.527,48.532
13.541,48.531
13.554,48.531
13.568,48.531
13.581,48.530
13.595,48.530
13.608,48.529
13.622,48.529
13.636,48.528
13.649,48.528
13.663,48.527
13.676,48.527
13.690,48.527
13.703,48.526
13.730,48.525
13.744,48.525
13.757,48.524
13.771,48.524
13.784,48.523
13.798,48.523
13.811,48.522
13.825,48.522
13.838,48.522
13.852,48.521
13.865,48.521
13.879,48.520
13.892,48.520
13.906,48.519
13.919,48.519
13.933,48.518
13.946,48.518
13.960,48.517
13.973,48.517
13.987,48.516
14.000,48.516
14.014,48.515
14.028,48.515
14.041,48.514
14.055,48.514
14.068,48.513
14.082,48.513
14.095,48.512
14.109,48.512
14.122,48.511
14.136,48.511
14.149,48.510
14.163,48.510
14.176,48.509
14.190,48.509
14.203,48.508
14.217,48.508
14.230,48.507
14.244,48.507
14.257,48.506
14.271,48.506
14.284,48.505
14.298,48.505
14.311,48.504
14.325,48.504
14.338,48.503
14.352,48.503
14.365,48.502
14.379,48.501
14.392,48.501
14.406,48.500
14.419,48.500
14.433,48.499
14.446,48.499
14.460,48.498
14.473,48.498
14.487,48.497
14.500,48.497
14.514,48.496
14.527,48.496
14.541,48.495
14.554,48.494
14.568,48.494
14.581,48.493
14.595,48.493
14.608,48.492
14.622,48.492
14.635,48.491
14.649,48.490
14.662,48.490
14.676,48.489
14.689,48.489
14.703,48.488
14.716,48.488
14.730,48.487
14.743,48.486
14.757,48.486
14.770,48.485
14.784,48.485
14.797,48.484
14.811,48.484
14.824,48.483
14.838,48.482
14.851,48.482
14.865,48.481
14.878,48.481
14.892,48.480
14.905,48.479
14.919,48.479
14.932,48.478
14.946,48.478
14.959,48.477
14.973,48.476
14.986,48.476
15.000,48.475
15.013,48.475
15.027,48.474
15.040,48.473
15.054,48.473
15.067,48.472
15.081,48.472
15.094,48.471
15.108,48.470
15.121,48.470
15.135,48.469
15.148,48.468
15.162,48.468
15.175,48.467
15.189,48.467
15.202,48.466
15.216,48.465
15.229,48.465
15.243,48.464
15.256,48.463
15.270,48.463
15.283,48.462
15.297,48.461
15.310,48.461
15.324,48.460
15.337,48.459
15.351,48.459
15.364,48.458
15.378,48.458
15.391,48.457
15.405,48.456
15.418,48.456
15.431,48.455
15.445,48.454
15.458,48.454
15.472,48.453
15.485,48.452
15.499,48.452
15.512,48.451
15.526,48.450
15.539,48.450
15.553,48.449
15.566,48.448
15.580,48.447
15.593,48.447
15.607,48.446
15.620,48.445
15.634,48.445
15.647,48.444
15.661,48.443
15.674,48.443
15.688,48.442
15.701,48.441
15.715,48.441
15.728,48.440
15.742,48.439
15.755,48.439
15.769,48.438
15.782,48.437
15.795,48.436
15.809,48.436
15.822,48.435
15.836,48.434
15.849,48.434
15.863,48.433
15.876,48.432
15.890,48.431
15.903,48.431
15.917,48.430
15.930,48.429
15.944,48.429
15.957,48.428
15.971,48.427
15.984,48.426
15.998,48.426
16.011,48.425
16.024,48.424
16.038,48.423
16.051,48.423
16.065,48.422
16.078,48.421
16.092,48.420
16.105,48.420
16.119,48.419
16.132,48.418
16.146,48.417
16.159,48.417
16.173,48.416
16.186,48.415
16.200,48.414
16.213,48.414
16.226,48.413
16.240,48.412
16.253,48.411
16.267,48.411
16.280,48.410
16.294,48.409
16.307,48.408
16.321,48.408
16.334,48.407
16.348,48.406
16.361,48.405
16.375,48.405
16.388,48.404
16.401,48.403
16.415,48.402
16.428,48.401
16.442,48.401
16.455,48.400
16.469,48.399
16.482,48.398
16.496,48.397
16.509,48.397
16.523,48.396
16.536,48.395
16.550,48.394
16.563,48.393
16.576,48.393
16.590,48.392
16.603,48.391
16.617,48.390
16.630,48.389
16.644,48.389
16.657,48.388
16.671,48.387
16.684,48.386
16.697,48.385
16.711,48.385
16.724,48.384
16.738,48.383
16.751,48.382
16.765,48.381
16.778,48.380
16.792,48.380
16.805,48.379
16.819,48.378
16.832,48.377
16.845,48.376
13.433,48.544
13.447,48.543
13.460,48.543
13.474,48.543
13.487,48.542
13.501,48.542
13.514,48.541
13.528,48.541
13.541,48.540
13.555,48.540
13.569,48.540
13.582,48.539
13.596,48.539
13.609,48.538
13.623,48.538
13.636,48.537
13.650,48.537
13.663,48.536
13.677,48.536
13.744,48.534
13.758,48.533
13.771,48.533
13.785,48.532
13.798,48.532
13.812,48.531
13.825,48.531
13.839,48.531
13.852,48.530
13.866,48.530
13.880,48.529
13.893,48.529
13.907,48.528
13.920,48.528
13.934,48.527
13.947,48.527
13.961,48.526
13.974,48.526
13.988,48.525
14.001,48.525
14.015,48.524
14.028,48.524
14.042,48.523
14.055,48.523
14.069,48.522
14.082,48.522
14.096,48.521
14.109,48.521
14.123,48.520
14.136,48.520
14.150,48.519
14.163,48.519
14.177,48.518
14.190,48.518
14.204,48.517
14.217,48.517
14.231,48.516
14.244,48.516
14.258,48.515
14.271,48.515
14.285,48.514
14.299,48.514
14.312,48.513
14.326,48.513
14.339,48.512
14.353,48.512
14.366,48.511
14.380,48.510
14.393,48.510
14.407,48.509
14.420,48.509
14.434,48.508
14.447,48.508
14.461,48.507
14.474,48.507
14.488,48.506
14.501,48.506
14.515,48.505
14.528,48.505
14.542,48.504
14.555,48.503
14.569,48.503
14.582,48.502
14.596,48.502
14.609,48.501
14.623,48.501
14.636,48.500
14.650,48.499
14.663,48.499
14.677,48.498
14.690,48.498
14.704,48.497
14.717,48.497
14.731,48.496
14.744,48.495
14.758,48.495
14.771,48.494
14.785,48.494
14.798,48.493
14.812,48.493
14.825,48.492
14.839,48.491
14.852,48.491
14.866,48.490
14.879,48.490
14.893,48.489
14.906,48.488
14.920,48.488
14.933,48.487
14.947,48.487
14.960,48.486
14.974,48.485
14.987,48.485
15.001,48.484
15.014,48.484
15.028,48.483
15.041,48.482
15.055,48.482
15.068,48.481
15.082,48.480
15.095,48.480
15.109,48.479
15.122,48.479
15.136,48.478
15.149,48.477
15.163,48.477
15.176,48.476
15.190,48.475
15.203,48.475
15.217,48.474
15.230,48.474
15.244,48.473
15.257,48.472
15.271,48.472
15.284,48.471
15.298,48.470
15.311,48.470
15.325,48.469
15.338,48.468
15.352,48.468
15.365,48.467
15.379,48.466
15.392,48.466
15.405,48.465
15.419,48.464
15.432,48.464
15.446,48.463
15.459,48.463
15.473,48.462
15.486,48.461
15.500,48.461
15.513,48.460
15.527,48.459
15.540,48.458
15.554,48.458
15.567,48.457
15.581,48.456
15.594,48.456
15.608,48.455
15.621,48.454
15.635,48.454
15.648,48.453
15.662,48.452
15.675,48.452
15.689,48.451
15.702,48.450
15.716,48.450
15.729,48.449
15.743,48.448
15.756,48.447
15.770,48.447
15.783,48.446
15.796,48.445
15.810,48.445
15.823,48.444
15.837,48.443
15.850,48.443
15.864,48.442
15.877,48.441
15.891,48.440
15.904,48.440
15.918,48.439
15.931,48.438
15.945,48.437
15.958,48.437
15.972,48.436
15.985,48.435
15.999,48.435
16.012,48.434
16.026,48.433
16.039,48.432
16.053,48.432
16.066,48.431
16.079,48.430
16.093,48.429
16.106,48.429
16.120,48.428
16.133,48.427
16.147,48.426
16.160,48.426
16.174,48.425
16.187,48.424
16.201,48.423
16.214,48.423
16.228,48.422
16.241,48.421
16.255,48.420
16.268,48.420
16.281,48.419
16.295,48.418
16.308,48.417
16.322,48.417
16.335,48.416
16.349,48.415
16.362,48.414
16.376,48.413
16.389,48.413
16.403,48.412
16.416,48.411
16.430,48.410
16.443,48.410
16.456,48.409
16.470,48.408
16.483,48.407
16.497,48.406
16.510,48.406
16.524,48.405
16.537,48.404
16.551,48.403
16.564,48.402
16.578,48.402
16.591,48.401
16.605,48.400
16.618,48.399
16.631,48.398
16.645,48.398
16.658,48.397
16.672,48.396
16.685,48.395
16.699,48.394
16.712,48.394
16.726,48.393
16.739,48.392
16.752,48.391
16.766,48.390
16.779,48.389
16.793,48.389
16.806,48.388
16.820,48.387
16.833,48.386
16.847,48.385
13.434,48.553
13.447,48.552
13.461,48.552
13.474,48.552
13.488,48.551
13.502,48.551
13.515,48.550
13.529,48.550
13.542,48.549
13.556,48.549
13.569,48.549
13.583,48.548
13.596,48.548
13.610,48.547
13.623,48.547
13.637,48.546
13.650,48.546
13.664,48.545
13.745,48.543
13.759,48.542
13.772,48.542
13.786,48.541
13.799,48.541
13.813,48.540
13.826,48.540
13.840,48.539
13.853,48.539
13.867,48.539
13.880,48.538
13.894,48.538
13.907,48.537
13.921,48.537
13.934,48.536
13.948,48.536
13.961,48.535
13.975,48.535
13.988,48.534
14.002,48.534
14.015,48.533
14.029,48.533
14.042,48.532
14.056,48.532
14.070,48.531
14.083,48.531
14.097,48.530
14.110,48.530
14.124,48.529
14.137,48.529
14.151,48.528
14.164,48.528
14.178,48.527
14.191,48.527
14.205,48.526
14.218,48.526
14.232,48.525
14.245,48.525
14.259,48.524
14.272,48.524
14.286,48.523
14.299,48.523
14.313,48.522
14.326,48.522
14.340,48.521
14.353,48.521
14.367,48.520
14.380,48.519
14.394,48.519
14.407,48.518
14.421,48.518
14.434,48.517
14.448,48.517
14.461,48.516
14.475,48.516
14.488,48.515
14.502,48.515
14.515,48.514
14.529,48.513
14.542,48.513
14.556,48.512
14.569,48.512
14.583,48.511
14.597,48.511
14.610,48.510
14.624,48.510
14.637,48.509
14.651,48.508
14.664,48.508
14.678,48.507
14.691,48.507
14.705,48.506
14.718,48.506
14.732,48.505
14.745,48.504
14.759,48.504
14.772,48.503
14.786,48.503
14.799,48.502
14.813,48.502
14.826,48.501
14.840,48.500
14.853,48.500
14.867,48.499
14.880,48.499
14.894,48.498
14.907,48.497
14.921,48.497
14.934,48.496
14.948,48.496
14.961,48.495
14.975,48.494
14.988,48.494
15.002,48.493
15.015,48.493
15.029,48.492
15.042,48.491
15.056,48.491
15.069,48.490
15.083,48.489
15.096,48.489
15.110,48.488
15.123,48.488
15.137,48.487
15.150,48.486
15.164,48.486
15.177,48.485
15.191,48.484
15.204,48.484
15.218,48.483
15.231,48.483
15.245,48.482
15.258,48.481
15.272,48.481
15.285,48.480
15.299,48.479
15.312,48.479
15.326,48.478
15.339,48.477
15.352,48.477
15.366,48.476
15.379,48.475
15.393,48.475
15.406,48.474
15.420,48.473
15.433,48.473
15.447,48.472
15.460,48.471
15.474,48.471
15.487,48.470
15.501,48.469
15.514,48.469
15.528,48.468
15.541,48.467
15.555,48.467
15.568,48.466
15.582,48.465
15.595,48.465
15.609,48.464
15.622,48.463
15.636,48.463
15.649,48.462
15.663,48.461
15.676,48.461
15.690,48.460
15.703,48.459
15.717,48.459
15.730,48.458
15.744,48.457
15.757,48.456
15.771,48.456
15.784,48.455
15.798,48.454
15.811,48.454
15.824,48.453
15.838,48.452
15.851,48.451
15.865,48.451
15.878,48.450
15.892,48.449
15.905,48.449
15.919,48.448
15.932,48.447
15.946,48.446
15.959,48.446
15.973,48.445
15.986,48.444
16.000,48.444
16.013,48.443
16.027,48.442
16.040,48.441
16.054,48.441
16.067,48.440
16.081,48.439
16.094,48.438
16.107,48.438
16.121,48.437
16.134,48.436
16.148,48.435
16.161,48.435
16.175,48.434
16.188,48.433
16.202,48.432
16.215,48.432
16.229,48.431
16.242,48.430
16.256,48.429
16.269,48.429
16.283,48.428
16.296,48.427
16.310,48.426
16.323,48.426
16.336,48.425
16.350,48.424
16.363,48.423
16.377,48.422
16.390,48.422
16.404,48.421
16.417,48.420
16.431,48.419
16.444,48.419
16.458,48.418
16.471,48.417
16.485,48.416
16.498,48.415
16.511,48.415
16.525,48.414
16.538,48.413
16.552,48.412
16.565,48.411
16.579,48.411
16.592,48.410
16.606,48.409
16.619,48.408
16.633,48.407
16.646,48.407
16.660,48.406
16.673,48.405
16.686,48.404
16.700,48.403
16.713,48.403
16.727,48.402
16.740,48.401
16.754,48.400
16.767,48.399
16.781,48.398
16.794,48.398
16.808,48.397
16.821,48.396
16.834,48.395
16.848,48.394
16.861,48.393
13.435,48.562
13.448,48.561
13.462,48.561
13.475,48.561
13.489,48.560
13.502,48.560
13.516,48.559
13.529,48.559
13.543,48.558
13.556,48.558
13.570,48.558
13.583,48.557
13.597,48.557
13.610,48.556
13.624,48.556
13.637,48.555
13.651,48.555
13.746,48.552
13.759,48.551
13.773,48.551
13.786,48.550
13.800,48.550
13.813,48.549
13.827,48.549
13.840,48.548
13.854,48.548
13.867,48.548
13.881,48.547
13.894,48.547
13.908,48.546
13.921,48.546
13.935,48.545
13.949,48.545
13.962,48.544
13.976,48.544
13.989,48.543
14.003,48.543
14.016,48.542
14.030,48.542
14.043,48.541
14.057,48.541
14.070,48.540
14.084,48.540
14.097,48.539
14.111,48.539
14.124,48.538
14.138,48.538
14.151,48.537
14.165,48.537
14.178,48.536
14.192,48.536
14.205,48.535
14.219,48.535
14.232,48.534
14.246,48.534
14.259,48.533
14.273,48.533
14.287,48.532
14.300,48.532
14.314,48.531
14.327,48.531
14.341,48.530
14.354,48.529
14.368,48.529
14.381,48.528
14.395,48.528
14.408,48.527
14.422,48.527
14.435,48.526
14.449,48.526
14.462,48.525
14.476,48.525
14.489,48.524
14.503,48.524
14.516,48.523
14.530,48.522
14.543,48.522
14.557,48.521
14.570,48.521
14.584,48.520
14.597,48.520
14.611,48.519
14.624,48.519
14.638,48.518
14.651,48.517
14.665,48.517
14.678,48.516
14.692,48.516
14.705,48.515
14.719,48.515
14.732,48.514
14.746,48.513
14.759,48.513
14.773,48.512
14.786,48.512
14.800,48.511
14.813,48.510
14.827,48.510
14.840,48.509
14.854,48.509
14.867,48.508
14.881,48.508
14.894,48.507
14.908,48.506
14.922,48.506
14.935,48.505
14.949,48.505
14.962,48.504
14.976,48.503
14.989,48.503
15.003,48.502
15.016,48.502
15.030,48.501
15.043,48.500
15.057,48.500
15.070,48.499
15.084,48.498
15.097,48.498
15.111,48.497
15.124,48.497
15.138,48.496
15.151,48.495
15.165,48.495
15.178,48.494
15.192,48.493
15.205,48.493
15.219,48.492
15.232,48.492
15.245,48.491
15.259,48.490
15.272,48.490
15.286,48.489
15.299,48.488
15.313,48.488
15.326,48.487
15.340,48.486
15.353,48.486
15.367,48.485
15.380,48.484
15.394,48.484
15.407,48.483
15.421,48.482
15.434,48.482
15.448,48.481
15.461,48.480
15.475,48.480
15.488,48.479
15.502,48.478
15.515,48.478
15.529,48.477
15.542,48.476
15.556,48.476
15.569,48.475
15.583,48.474
15.596,48.474
15.610,48.473
15.623,48.472
15.637,48.472
15.650,48.471
15.664,48.470
15.677,48.470
15.691,48.469
15.704,48.468
15.718,48.468
15.731,48.467
15.745,48.466
15.758,48.465
15.772,48.465
15.785,48.464
15.799,48.463
15.812,48.463
15.826,48.462
15.839,48.461
15.852,48.460
15.866,48.460
15.879,48.459
15.893,48.458
15.906,48.458
15.920,48.457
15.933,48.456
15.947,48.455
15.960,48.455
15.974,48.454
15.987,48.453
16.001,48.453
16.014,48.452
16.028,48.451
16.041,48.450
16.055,48.450
16.068,48.449
16.082,48.448
16.095,48.447
16.109,48.447
16.122,48.446
16.136,48.445
16.149,48.444
16.162,48.444
16.176,48.443
16.189,48.442
16.203,48.441
16.216,48.441
16.230,48.440
16.243,48.439
16.257,48.438
16.270,48.438
16.284,48.437
16.297,48.436
16.311,48.435
16.324,48.434
16.338,48.434
16.351,48.433
16.365,48.432
16.378,48.431
16.391,48.431
16.405,48.430
16.418,48.429
16.432,48.428
16.445,48.427
16.459,48.427
16.472,48.426
16.486,48.425
16.499,48.424
16.513,48.424
16.526,48.423
16.540,48.422
16.553,48.421
16.566,48.420
16.580,48.420
16.593,48.419
16.607,48.418
16.620,48.417
16.634,48.416
16.647,48.416
16.661,48.415
16.674,48.414
16.688,48.413
16.701,48.412
16.715,48.411
16.728,48.411
16.741,48.410
16.755,48.409
16.768,48.408
16.782,48.407
16.795,48.407
16.809,48.406
16.822,48.405
16.836,48.404
16.849,48.403
16.863,48.402
13.476,48.570
13.489,48.569
13.503,48.569
13.516,48.568
13.530,48.568
13.543,48.567
13.557,48.567
13.570,48.566
13.584,48.566
13.598,48.566
13.611,48.565
13.746,48.561
13.760,48.560
13.773,48.560
13.787,48.559
13.800,48.559
13.814,48.558
13.828,48.558
13.841,48.557
13.855,48.557
13.868,48.557
13.882,48.556
13.895,48.556
13.909,48.555
13.922,48.555
13.936,48.554
13.949,48.554
13.963,48.553
13.976,48.553
13.990,48.552
14.003,48.552
14.017,48.551
14.030,48.551
14.044,48.550
14.057,48.550
14.071,48.549
14.084,48.549
14.098,48.548
14.112,48.548
14.125,48.547
14.139,48.547
14.152,48.546
14.166,48.546
14.179,48.545
14.193,48.545
14.206,48.544
14.220,48.544
14.233,48.543
14.247,48.543
14.260,48.542
14.274,48.542
14.287,48.541
14.301,48.541
14.314,48.540
14.328,48.540
14.341,48.539
14.355,48.538
14.368,48.538
14.382,48.537
14.395,48.537
14.409,48.536
14.422,48.536
14.436,48.535
14.450,48.535
14.463,48.534
14.477,48.534
14.490,48.533
14.504,48.533
14.517,48.532
14.531,48.531
14.544,48.531
14.558,48.530
14.571,48.530
14.585,48.529
14.598,48.529
14.612,48.528
14.625,48.528
14.639,48.527
14.652,48.526
14.666,48.526
14.679,48.525
14.693,48.525
14.706,48.524
14.720,48.524
14.733,48.523
14.747,48.522
14.760,48.522
14.774,48.521
14.787,48.521
14.801,48.520
14.814,48.519
14.828,48.519
14.841,48.518
14.855,48.518
14.868,48.517
14.882,48.517
14.895,48.516
14.909,48.515
14.922,48.515
14.936,48.514
14.949,48.514
14.963,48.513
14.976,48.512
14.990,48.512
15.003,48.511
15.017,48.510
15.030,48.510
15.044,48.509
15.057,48.509
15.071,48.508
15.084,48.507
15.098,48.507
15.111,48.506
15.125,48.506
15.138,48.505
15.152,48.504
15.165,48.504
15.179,48.503
15.192,48.502
15.206,48.502
15.219,48.501
15.233,48.500
15.246,48.500
15.260,48.499
15.273,48.499
15.287,48.498
15.300,48.497
15.314,48.497
15.327,48.496
15.341,48.495
15.354,48.495
15.368,48.494
15.381,48.493
15.395,48.493
15.408,48.492
15.422,48.491
15.435,48.491
15.449,48.490
15.462,48.489
15.476,48.489
15.489,48.488
15.503,48.487
15.516,48.487
15.530,48.486
15.543,48.485
15.557,48.485
15.570,48.484
15.584,48.483
15.597,48.483
15.611,48.482
15.624,48.481
15.638,48.481
15.651,48.480
15.665,48.479
15.678,48.479
15.692,48.478
15.705,48.477
15.719,48.476
15.732,48.476
15.746,48.475
15.759,48.474
15.773,48.474
15.786,48.473
15.800,48.472
15.813,48.472
15.827,48.471
15.840,48.470
15.854,48.469
15.867,48.469
15.881,48.468
15.894,48.467
15.907,48.467
15.921,48.466
15.934,48.465
15.948,48.464
15.961,48.464
15.975,48.463
15.988,48.462
16.002,48.461
16.015,48.461
16.029,48.460
16.042,48.459
16.056,48.459
16.069,48.458
16.083,48.457
16.096,48.456
16.110,48.456
16.123,48.455
16.137,48.454
16.150,48.453
16.164,48.453
16.177,48.452
16.191,48.451
16.204,48.450
16.217,48.450
16.231,48.449
16.244,48.448
16.258,48.447
16.271,48.447
16.285,48.446
16.298,48.445
16.312,48.444
16.325,48.443
16.339,48.443
16.352,48.442
16.366,48.441
16.379,48.440
16.393,48.440
16.406,48.439
16.420,48.438
16.433,48.437
16.446,48.436
16.460,48.436
16.473,48.435
16.487,48.434
16.500,48.433
16.514,48.433
16.527,48.432
16.541,48.431
16.554,48.430
16.568,48.429
16.581,48.429
16.595,48.428
16.608,48.427
16.622,48.426
16.635,48.425
16.648,48.424
16.662,48.424
16.675,48.423
16.689,48.422
16.702,48.421
16.716,48.420
16.729,48.420
16.743,48.419
16.756,48.418
16.770,48.417
16.783,48.416
16.796,48.415
16.810,48.415
16.823,48.414
16.837,48.413
16.850,48.412
16.864,48.411
13.503,48.578
13.517,48.577
13.531,48.577
13.544,48.576
13.558,48.576
13.598,48.575
13.761,48.569
13.774,48.569
13.788,48.568
13.801,48.568
13.815,48.567
13.828,48.567
13.842,48.566
13.855,48.566
13.869,48.566
13.882,48.565
13.896,48.565
13.909,48.564
13.923,48.564
13.936,48.563
13.950,48.563
13.963,48.562
13.977,48.562
13.991,48.561
14.004,48.561
14.018,48.560
14.031,48.560
14.045,48.559
14.058,48.559
14.072,48.558
14.085,48.558
14.099,48.557
14.112,48.557
14.126,48.556
14.139,48.556
14.153,48.555
14.166,48.555
14.180,48.554
14.193,48.554
14.207,48.553
14.220,48.553
14.234,48.552
14.248,48.552
14.261,48.551
14.275,48.551
14.288,48.550
14.302,48.550
14.315,48.549
14.329,48.549
14.342,48.548
14.356,48.547
14.369,48.547
14.383,48.546
14.396,48.546
14.410,48.545
14.423,48.545
14.437,48.544
14.450,48.544
14.464,48.543
14.477,48.543
14.491,48.542
14.504,48.542
14.518,48.541
14.531,48.540
14.545,48.540
14.558,48.539
14.572,48.539
14.585,48.538
14.599,48.538
14.612,48.537
14.626,48.537
14.640,48.536
14.653,48.535
14.667,48.535
14.680,48.534
14.694,48.534
14.707,48.533
14.721,48.533
14.734,48.532
14.748,48.531
14.761,48.531
14.775,48.530
14.788,48.530
14.802,48.529
14.815,48.528
14.829,48.528
14.842,48.527
14.856,48.527
14.869,48.526
14.883,48.525
14.896,48.525
14.910,48.524
14.923,48.524
14.937,48.523
14.950,48.522
14.964,48.522
14.977,48.521
14.991,48.521
15.004,48.520
15.018,48.519
15.031,48.519
15.045,48.518
15.058,48.518
15.072,48.517
15.085,48.516
15.099,48.516
15.112,48.515
15.126,48.515
15.139,48.514
15.153,48.513
15.166,48.513
15.180,48.512
15.193,48.511
15.207,48.511
15.220,48.510
15.234,48.509
15.247,48.509
15.261,48.508
15.274,48.508
15.288,48.507
15.301,48.506
15.315,48.506
15.328,48.505
15.342,48.504
15.355,48.504
15.369,48.503
15.382,48.502
15.396,48.502
15.409,48.501
15.423,48.500
15.436,48.500
15.450,48.499
15.463,48.498
15.477,48.498
15.490,48.497
15.504,48.496
15.517,48.496
15.531,48.495
15.544,48.494
15.558,48.494
15.571,48.493
15.585,48.492
15.598,48.492
15.612,48.491
15.625,48.490
15.639,48.490
15.652,48.489
15.666,48.488
15.679,48.488
15.693,48.487
15.706,48.486
15.720,48.485
15.733,48.485
15.747,48.484
15.760,48.483
15.774,48.483
15.787,48.482
15.801,48.481
15.814,48.481
15.828,48.480
15.841,48.479
15.855,48.478
15.868,48.478
15.882,48.477
15.895,48.476
15.909,48.476
15.922,48.475
15.935,48.474
15.949,48.473
15.962,48.473
15.976,48.472
15.989,48.471
16.003,48.470
16.016,48.470
16.030,48.469
16.043,48.468
16.057,48.468
16.070,48.467
16.084,48.466
16.097,48.465
16.111,48.465
16.124,48.464
16.138,48.463
16.151,48.462
16.165,48.462
16.178,48.461
16.192,48.460
16.205,48.459
16.219,48.459
16.232,48.458
16.246,48.457
16.259,48.456
16.272,48.455
16.286,48.455
16.299,48.454
16.313,48.453
16.326,48.452
16.340,48.452
16.353,48.451
16.367,48.450
16.380,48.449
16.394,48.449
16.407,48.448
16.421,48.447
16.434,48.446
16.448,48.445
16.461,48.445
16.475,48.444
16.488,48.443
16.501,48.442
16.515,48.441
16.528,48.441
16.542,48.440
16.555,48.439
16.569,48.438
16.582,48.437
16.596,48.437
16.609,48.436
16.623,48.435
16.636,48.434
16.650,48.433
16.663,48.433
16.677,48.432
16.690,48.431
16.703,48.430
16.717,48.429
16.730,48.429
16.744,48.428
16.757,48.427
16.771,48.426
16.784,48.425
16.798,48.424
16.811,48.424
16.825,48.423
16.838,48.422
16.852,48.421
16.865,48.420
13.504,48.587
13.518,48.586
13.531,48.586
13.545,48.585
13.788,48.577
13.802,48.577
13.815,48.576
13.829,48.576
13.842,48.575
13.856,48.575
13.869,48.574
13.883,48.574
13.897,48.574
13.910,48.573
13.924,48.573
13.937,48.572
13.951,48.572
13.964,48.571
13.978,48.571
13.991,48.570
14.005,48.570
14.018,48.569
14.032,48.569
14.045,48.568
14.059,48.568
14.072,48.567
14.086,48.567
14.099,48.566
14.113,48.566
14.127,48.565
14.140,48.565
14.154,48.564
14.167,48.564
14.181,48.563
14.194,48.563
14.208,48.562
14.221,48.562
14.235,48.561
14.248,48.561
14.262,48.560
14.275,48.560
14.289,48.559
14.302,48.559
14.316,48.558
14.329,48.557
14.343,48.557
14.356,48.556
14.370,48.556
14.383,48.555
14.397,48.555
14.411,48.554
14.424,48.554
14.438,48.553
14.451,48.553
14.465,48.552
14.478,48.552
14.492,48.551
14.505,48.550
14.519,48.550
14.532,48.549
14.546,48.549
14.559,48.548
14.573,48.548
14.586,48.547
14.600,48.547
14.613,48.546
14.627,48.545
14.640,48.545
14.654,48.544
14.667,48.544
14.681,48.543
14.694,48.543
14.708,48.542
14.721,48.541
14.735,48.541
14.748,48.540
14.762,48.540
14.776,48.539
14.789,48.539
14.803,48.538
14.816,48.537
14.830,48.537
14.843,48.536
14.857,48.536
14.870,48.535
14.884,48.534
14.897,48.534
14.911,48.533
14.924,48.533
14.938,48.532
14.951,48.531
14.965,48.531
14.978,48.530
14.992,48.530
15.005,48.529
15.019,48.528
15.032,48.528
15.046,48.527
15.059,48.527
15.073,48.526
15.086,48.525
15.100,48.525
15.113,48.524
15.127,48.523
15.140,48.523
15.154,48.522
15.167,48.522
15.181,48.521
15.194,48.520
15.208,48.520
15.221,48.519
15.235,48.518
15.248,48.518
15.262,48.517
15.275,48.517
15.289,48.516
15.302,48.515
15.316,48.515
15.329,48.514
15.343,48.513
15.356,48.513
15.370,48.512
15.383,48.511
15.397,48.511
15.410,48.510
15.424,48.509
15.437,48.509
15.451,48.508
15.464,48.507
15.478,48.507
15.491,48.506
15.505,48.505
15.518,48.505
15.532,48.504
15.545,48.503
15.559,48.503
15.572,48.502
15.586,48.501
15.599,48.501
15.613,48.500
15.626,48.499
15.640,48.499
15.653,48.498
15.667,48.497
15.680,48.496
15.694,48.496
15.707,48.495
15.721,48.494
15.734,48.494
15.748,48.493
15.761,48.492
15.775,48.492
15.788,48.491
15.802,48.490
15.815,48.489
15.829,48.489
15.842,48.488
15.856,48.487
15.869,48.487
15.883,48.486
15.896,48.485
15.910,48.484
15.923,48.484
15.937,48.483
15.950,48.482
15.964,48.482
15.977,48.481
15.990,48.480
16.004,48.479
16.017,48.479
16.031,48.478
16.044,48.477
16.058,48.476
16.071,48.476
16.085,48.475
16.098,48.474
16.112,48.473
16.125,48.473
16.139,48.472
16.152,48.471
16.166,48.471
16.179,48.470
16.193,48.469
16.206,48.468
16.220,48.467
16.233,48.467
16.247,48.466
16.260,48.465
16.274,48.464
16.287,48.464
16.301,48.463
16.314,48.462
16.328,48.461
16.341,48.461
16.354,48.460
16.368,48.459
16.381,48.458
16.395,48.457
16.408,48.457
16.422,48.456
16.435,48.455
16.449,48.454
16.462,48.454
16.476,48.453
16.489,48.452
16.503,48.451
16.516,48.450
16.530,48.450
16.543,48.449
16.557,48.448
16.570,48.447
16.583,48.446
16.597,48.446
16.610,48.445
16.624,48.444
16.637,48.443
16.651,48.442
16.664,48.442
16.678,48.441
16.691,48.440
16.705,48.439
16.718,48.438
16.732,48.438
16.745,48.437
16.759,48.436
16.772,48.435
16.785,48.434
16.799,48.433
16.812,48.433
16.826,48.432
16.839,48.431
16.853,48.430
16.866,48.429
13.505,48.596
13.518,48.595
13.803,48.586
13.816,48.585
13.830,48.585
13.843,48.584
13.857,48.584
13.870,48.583
13.884,48.583
13.897,48.583
13.911,48.582
13.924,48.582
13.938,48.581
13.951,48.581
13.965,48.580
13.978,48.580
13.992,48.579
14.006,48.579
14.019,48.578
14.033,48.578
14.046,48.577
